Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Percentage of below 18,Percentage of above 65,Percentage of non white pop,Percentage of less than HS,Percentage of unemployment,MHI,Population Density (Per Sq. Mile)
06037123020,Census Tract 1230.20,"Census Tract 1230.20, Los Angeles County, California",06,037,123020,,14000US06037123020,0.24,0.13,0.37,0.4,0.07,42056,14881.15
06037123103,Census Tract 1231.03,"Census Tract 1231.03, Los Angeles County, California",06,037,123103,,14000US06037123103,0.21,0.12,0.33,0.24,0.05,48902,10946.84
06037123104,Census Tract 1231.04,"Census Tract 1231.04, Los Angeles County, California",06,037,123104,,14000US06037123104,0.25,0.14,0.35,0.21,0.04,41766,14631.56
06037123203,Census Tract 1232.03,"Census Tract 1232.03, Los Angeles County, California",06,037,123203,,14000US06037123203,0.28,0.05,0.41,0.39,0.04,48850,18165.58
06037123204,Census Tract 1232.04,"Census Tract 1232.04, Los Angeles County, California",06,037,123204,,14000US06037123204,0.22,0.04,0.54,0.36,0.09,41375,24996.68
06037123205,Census Tract 1232.05,"Census Tract 1232.05, Los Angeles County, California",06,037,123205,,14000US06037123205,0.22,0.07,0.28,0.38,0.04,46083,8517.831
06037123206,Census Tract 1232.06,"Census Tract 1232.06, Los Angeles County, California",06,037,123206,,14000US06037123206,0.2,0.1,0.36,0.44,0.06,32266,11049.95
06037123301,Census Tract 1233.01,"Census Tract 1233.01, Los Angeles County, California",06,037,123301,,14000US06037123301,0.15,0.15,0.49,0.23,0.05,57031,9000.976
06037123303,Census Tract 1233.03,"Census Tract 1233.03, Los Angeles County, California",06,037,123303,,14000US06037123303,0.18,0.12,0.35,0.27,0.1,44477,12622.74
06037123304,Census Tract 1233.04,"Census Tract 1233.04, Los Angeles County, California",06,037,123304,,14000US06037123304,0.2,0.22,0.31,0.19,0.07,39631,12851.49
06037123410,Census Tract 1234.10,"Census Tract 1234.10, Los Angeles County, California",06,037,123410,,14000US06037123410,0.21,0.08,0.27,0.28,0.05,50481,22157.12
06037123420,Census Tract 1234.20,"Census Tract 1234.20, Los Angeles County, California",06,037,123420,,14000US06037123420,0.24,0.11,0.27,0.24,0.05,44790,14663.13
06037123510,Census Tract 1235.10,"Census Tract 1235.10, Los Angeles County, California",06,037,123510,,14000US06037123510,0.19,0.16,0.45,0.24,0.05,45338,15753.91
06037123520,Census Tract 1235.20,"Census Tract 1235.20, Los Angeles County, California",06,037,123520,,14000US06037123520,0.25,0.11,0.31,0.24,0.12,45521,14524.96
06037123601,Census Tract 1236.01,"Census Tract 1236.01, Los Angeles County, California",06,037,123601,,14000US06037123601,0.18,0.16,0.25,0.2,0.06,55241,8269.843
06037123602,Census Tract 1236.02,"Census Tract 1236.02, Los Angeles County, California",06,037,123602,,14000US06037123602,0.17,0.16,0.3,0.17,0.06,50667,10214.76
06037123700,Census Tract 1237,"Census Tract 1237, Los Angeles County, California",06,037,123700,,14000US06037123700,0.2,0.17,0.24,0.22,0.04,65278,12061.22
06037123800,Census Tract 1238,"Census Tract 1238, Los Angeles County, California",06,037,123800,,14000US06037123800,0.19,0.13,0.23,0.13,0.04,75096,12082.21
06037123901,Census Tract 1239.01,"Census Tract 1239.01, Los Angeles County, California",06,037,123901,,14000US06037123901,0.21,0.09,0.47,0.23,0.02,66771,9419.626
06037123902,Census Tract 1239.02,"Census Tract 1239.02, Los Angeles County, California",06,037,123902,,14000US06037123902,0.18,0.11,0.34,0.05,0.06,70592,10400.31
06037124000,Census Tract 1240,"Census Tract 1240, Los Angeles County, California",06,037,124000,,14000US06037124000,0.19,0.17,0.17,0.11,0.07,86881,10137.21
06037124102,Census Tract 1241.02,"Census Tract 1241.02, Los Angeles County, California",06,037,124102,,14000US06037124102,0.2,0.09,0.31,0.22,0.01,50064,14166.3
06037124103,Census Tract 1241.03,"Census Tract 1241.03, Los Angeles County, California",06,037,124103,,14000US06037124103,0.23,0.15,0.36,0.34,0.05,43787,15590.3
06037124104,Census Tract 1241.04,"Census Tract 1241.04, Los Angeles County, California",06,037,124104,,14000US06037124104,0.23,0.08,0.31,0.21,0.07,43816,19893.26
06037124105,Census Tract 1241.05,"Census Tract 1241.05, Los Angeles County, California",06,037,124105,,14000US06037124105,0.21,0.07,0.33,0.18,0.06,45764,20255.04
06037124201,Census Tract 1242.01,"Census Tract 1242.01, Los Angeles County, California",06,037,124201,,14000US06037124201,0.2,0.14,0.29,0.27,0.09,64364,8915.631
06037124203,Census Tract 1242.03,"Census Tract 1242.03, Los Angeles County, California",06,037,124203,,14000US06037124203,0.14,0.11,0.26,0.25,0.05,52561,19041.86
06037124204,Census Tract 1242.04,"Census Tract 1242.04, Los Angeles County, California",06,037,124204,,14000US06037124204,0.14,0.1,0.29,0.3,0.12,43385,17503.43
06037124300,Census Tract 1243,"Census Tract 1243, Los Angeles County, California",06,037,124300,,14000US06037124300,0.16,0.15,0.16,0.25,0.05,42826,8685.597
06037124400,Census Tract 1244,"Census Tract 1244, Los Angeles County, California",06,037,124400,,14000US06037124400,0.22,0.14,0.16,0.07,0.06,82500,13086.8
06037124500,Census Tract 1245,"Census Tract 1245, Los Angeles County, California",06,037,124500,,14000US06037124500,0.2,0.11,0.28,0.08,0.01,90565,9376.895
06037124600,Census Tract 1246,"Census Tract 1246, Los Angeles County, California",06,037,124600,,14000US06037124600,0.1,0.18,0.23,0.04,0.08,64712,6222.753
06037124700,Census Tract 1247,"Census Tract 1247, Los Angeles County, California",06,037,124700,,14000US06037124700,0.15,0.16,0.17,0.06,0.06,89674,10645.52
06037124902,Census Tract 1249.02,"Census Tract 1249.02, Los Angeles County, California",06,037,124902,,14000US06037124902,0.15,0.21,0.29,0.04,0.1,31852,20699.53
06037124903,Census Tract 1249.03,"Census Tract 1249.03, Los Angeles County, California",06,037,124903,,14000US06037124903,0.12,0.17,0.2,0.09,0.12,61429,29101.55
06037125100,Census Tract 1251,"Census Tract 1251, Los Angeles County, California",06,037,125100,,14000US06037125100,0.16,0.15,0.23,0.08,0.04,76595,11750.62
06037125200,Census Tract 1252,"Census Tract 1252, Los Angeles County, California",06,037,125200,,14000US06037125200,0.21,0.09,0.24,0.1,0.1,75260,7764.505
06037125310,Census Tract 1253.10,"Census Tract 1253.10, Los Angeles County, California",06,037,125310,,14000US06037125310,0.13,0.09,0.38,0.16,0.05,48958,10601.23
06037125320,Census Tract 1253.20,"Census Tract 1253.20, Los Angeles County, California",06,037,125320,,14000US06037125320,0.07,0.15,0.29,0.1,0.03,39977,20908.83
06037125401,Census Tract 1254.01,"Census Tract 1254.01, Los Angeles County, California",06,037,125401,,14000US06037125401,0.04,0.06,0.37,0.03,0.03,62934,32333.91
06037125402,Census Tract 1254.02,"Census Tract 1254.02, Los Angeles County, California",06,037,125402,,14000US06037125402,0.12,0.06,0.28,0.05,0.07,80299,18185.5
06037125501,Census Tract 1255.01,"Census Tract 1255.01, Los Angeles County, California",06,037,125501,,14000US06037125501,0.08,0.08,0.27,0.08,0.06,46767,17032.38
06037125502,Census Tract 1255.02,"Census Tract 1255.02, Los Angeles County, California",06,037,125502,,14000US06037125502,0.11,0.14,0.27,0.05,0.1,68700,17276.06
06037125600,Census Tract 1256,"Census Tract 1256, Los Angeles County, California",06,037,125600,,14000US06037125600,0.2,0.18,0.15,0.02,0.06,82401,7119.589
06037127102,Census Tract 1271.02,"Census Tract 1271.02, Los Angeles County, California",06,037,127102,,14000US06037127102,0.22,0.06,0.64,0.32,0.08,44955,17418.94
06037127103,Census Tract 1271.03,"Census Tract 1271.03, Los Angeles County, California",06,037,127103,,14000US06037127103,0.3,0.1,0.57,0.19,0.03,52096,28751.44
06037127104,Census Tract 1271.04,"Census Tract 1271.04, Los Angeles County, California",06,037,127104,,14000US06037127104,0.31,0.09,0.5,0.23,0.11,39067,13981.8
06037127210,Census Tract 1272.10,"Census Tract 1272.10, Los Angeles County, California",06,037,127210,,14000US06037127210,0.23,0.08,0.63,0.22,0.12,55997,9820.055
06037127220,Census Tract 1272.20,"Census Tract 1272.20, Los Angeles County, California",06,037,127220,,14000US06037127220,0.24,0.14,0.53,0.26,0.11,39645,20012.08
06037127300,Census Tract 1273,"Census Tract 1273, Los Angeles County, California",06,037,127300,,14000US06037127300,0.18,0.13,0.66,0.23,0.06,49375,9313.557
06037127400,Census Tract 1274,"Census Tract 1274, Los Angeles County, California",06,037,127400,,14000US06037127400,0.29,0.06,0.62,0.29,0.05,53695,7872.366
06037127520,Census Tract 1275.20,"Census Tract 1275.20, Los Angeles County, California",06,037,127520,,14000US06037127520,0.28,0.09,0.76,0.47,0.09,35728,34678.72
06037127603,Census Tract 1276.03,"Census Tract 1276.03, Los Angeles County, California",06,037,127603,,14000US06037127603,0.35,0.06,0.63,0.32,0.09,42292,18419.12
06037127604,Census Tract 1276.04,"Census Tract 1276.04, Los Angeles County, California",06,037,127604,,14000US06037127604,0.22,0.14,0.56,0.33,0.07,44798,18816.75
06037127605,Census Tract 1276.05,"Census Tract 1276.05, Los Angeles County, California",06,037,127605,,14000US06037127605,0.33,0.02,0.79,0.33,0.06,46071,17385.17
06037127606,Census Tract 1276.06,"Census Tract 1276.06, Los Angeles County, California",06,037,127606,,14000US06037127606,0.21,0.12,0.57,0.21,0.06,60904,15824.36
06037127711,Census Tract 1277.11,"Census Tract 1277.11, Los Angeles County, California",06,037,127711,,14000US06037127711,0.24,0.1,0.44,0.25,0.1,64018,9806.306
06037127712,Census Tract 1277.12,"Census Tract 1277.12, Los Angeles County, California",06,037,127712,,14000US06037127712,0.2,0.07,0.5,0.18,0.05,42662,16175.87
06037127803,Census Tract 1278.03,"Census Tract 1278.03, Los Angeles County, California",06,037,127803,,14000US06037127803,0.25,0.18,0.64,0.33,0.05,43071,19359.18
06037127804,Census Tract 1278.04,"Census Tract 1278.04, Los Angeles County, California",06,037,127804,,14000US06037127804,0.21,0.08,0.54,0.17,0.09,53792,17663.39
06037127805,Census Tract 1278.05,"Census Tract 1278.05, Los Angeles County, California",06,037,127805,,14000US06037127805,0.2,0.14,0.62,0.35,0.05,49457,15287.09
06037127806,Census Tract 1278.06,"Census Tract 1278.06, Los Angeles County, California",06,037,127806,,14000US06037127806,0.21,0.09,0.54,0.33,0.06,42946,12483.98
06037127910,Census Tract 1279.10,"Census Tract 1279.10, Los Angeles County, California",06,037,127910,,14000US06037127910,0.24,0.11,0.68,0.31,0.1,46190,20316.21
06037127920,Census Tract 1279.20,"Census Tract 1279.20, Los Angeles County, California",06,037,127920,,14000US06037127920,0.24,0.08,0.45,0.2,0.06,56458,18828.61
06037128101,Census Tract 1281.01,"Census Tract 1281.01, Los Angeles County, California",06,037,128101,,14000US06037128101,0.21,0.11,0.47,0.15,0.09,56023,14907.79
06037128102,Census Tract 1281.02,"Census Tract 1281.02, Los Angeles County, California",06,037,128102,,14000US06037128102,0.24,0.07,0.58,0.29,0.04,46699,18462.62
06037128210,Census Tract 1282.10,"Census Tract 1282.10, Los Angeles County, California",06,037,128210,,14000US06037128210,0.27,0.03,0.63,0.38,0.07,31168,23585.03
06037128220,Census Tract 1282.20,"Census Tract 1282.20, Los Angeles County, California",06,037,128220,,14000US06037128220,0.18,0.12,0.32,0.2,0.03,41570,13574.77
06037128302,Census Tract 1283.02,"Census Tract 1283.02, Los Angeles County, California",06,037,128302,,14000US06037128302,0.24,0.08,0.3,0.4,0.04,46413,18798.79
06037128303,Census Tract 1283.03,"Census Tract 1283.03, Los Angeles County, California",06,037,128303,,14000US06037128303,0.32,0.05,0.31,0.48,0.09,39488,26128.82
06037128400,Census Tract 1284,"Census Tract 1284, Los Angeles County, California",06,037,128400,,14000US06037128400,0.25,0.11,0.34,0.07,0.04,72500,6755.89
06037128500,Census Tract 1285,"Census Tract 1285, Los Angeles County, California",06,037,128500,,14000US06037128500,0.16,0.14,0.31,0.08,0.05,74375,10926.03
06037128601,Census Tract 1286.01,"Census Tract 1286.01, Los Angeles County, California",06,037,128601,,14000US06037128601,0.23,0.07,0.46,0.16,0.09,48173,16594.87
06037128602,Census Tract 1286.02,"Census Tract 1286.02, Los Angeles County, California",06,037,128602,,14000US06037128602,0.17,0.16,0.14,0.12,0.07,85284,7927.477
06037128702,Census Tract 1287.02,"Census Tract 1287.02, Los Angeles County, California",06,037,128702,,14000US06037128702,0.13,0.17,0.26,0.06,0.07,76202,9162.595
06037128801,Census Tract 1288.01,"Census Tract 1288.01, Los Angeles County, California",06,037,128801,,14000US06037128801,0.11,0.15,0.38,0.05,0.07,65449,17993.85
06037128802,Census Tract 1288.02,"Census Tract 1288.02, Los Angeles County, California",06,037,128802,,14000US06037128802,0.2,0.14,0.29,0.06,0.02,89735,12454.61
06037128910,Census Tract 1289.10,"Census Tract 1289.10, Los Angeles County, California",06,037,128910,,14000US06037128910,0.19,0.11,0.25,0.06,0.08,104392,9292.165
06037131010,Census Tract 1310.10,"Census Tract 1310.10, Los Angeles County, California",06,037,131010,,14000US06037131010,0.26,0.07,0.52,0.26,0.04,56487,16387.29
06037131020,Census Tract 1310.20,"Census Tract 1310.20, Los Angeles County, California",06,037,131020,,14000US06037131020,0.24,0.08,0.53,0.33,0.03,66875,12151.17
06037131100,Census Tract 1311,"Census Tract 1311, Los Angeles County, California",06,037,131100,,14000US06037131100,0.22,0.16,0.39,0.18,0.03,81613,7514.958
06037131200,Census Tract 1312,"Census Tract 1312, Los Angeles County, California",06,037,131200,,14000US06037131200,0.17,0.16,0.32,0.12,0.03,81929,7842.808
06037131300,Census Tract 1313,"Census Tract 1313, Los Angeles County, California",06,037,131300,,14000US06037131300,0.23,0.13,0.47,0.2,0.04,71848,11819.31
06037131400,Census Tract 1314,"Census Tract 1314, Los Angeles County, California",06,037,131400,,14000US06037131400,0.19,0.15,0.56,0.17,0.06,67730,14894.63
06037131600,Census Tract 1316,"Census Tract 1316, Los Angeles County, California",06,037,131600,,14000US06037131600,0.21,0.13,0.51,0.3,0.05,77222,6326.619
06037131701,Census Tract 1317.01,"Census Tract 1317.01, Los Angeles County, California",06,037,131701,,14000US06037131701,0.24,0.13,0.45,0.18,0.09,71595,21935.71
06037131702,Census Tract 1317.02,"Census Tract 1317.02, Los Angeles County, California",06,037,131702,,14000US06037131702,0.24,0.12,0.52,0.24,0.08,68083,13630.68
06037131800,Census Tract 1318,"Census Tract 1318, Los Angeles County, California",06,037,131800,,14000US06037131800,0.23,0.12,0.53,0.25,0.04,66434,12121.21
06037131900,Census Tract 1319,"Census Tract 1319, Los Angeles County, California",06,037,131900,,14000US06037131900,0.17,0.13,0.45,0.16,0.08,86818,9032.029
06037132001,Census Tract 1320.01,"Census Tract 1320.01, Los Angeles County, California",06,037,132001,,14000US06037132001,0.23,0.11,0.49,0.14,0.06,83039,9259.449
06037132002,Census Tract 1320.02,"Census Tract 1320.02, Los Angeles County, California",06,037,132002,,14000US06037132002,0.21,0.13,0.39,0.15,0.02,109891,5428.529
06037132101,Census Tract 1321.01,"Census Tract 1321.01, Los Angeles County, California",06,037,132101,,14000US06037132101,0.21,0.09,0.65,0.16,0.05,73550,14842.88
06037132102,Census Tract 1321.02,"Census Tract 1321.02, Los Angeles County, California",06,037,132102,,14000US06037132102,0.21,0.14,0.5,0.16,0.07,49838,10200.71
06037132300,Census Tract 1323,"Census Tract 1323, Los Angeles County, California",06,037,132300,,14000US06037132300,0.22,0.09,0.46,0.24,0.03,49741,16026.88
06037132501,Census Tract 1325.01,"Census Tract 1325.01, Los Angeles County, California",06,037,132501,,14000US06037132501,0.22,0.18,0.4,0.25,0.06,60156,16882.13
06037132502,Census Tract 1325.02,"Census Tract 1325.02, Los Angeles County, California",06,037,132502,,14000US06037132502,0.18,0.16,0.41,0.16,0.18,52712,16531.91
06037132700,Census Tract 1327,"Census Tract 1327, Los Angeles County, California",06,037,132700,,14000US06037132700,0.26,0.11,0.46,0.3,0.03,64412,9627.929
06037132900,Census Tract 1329,"Census Tract 1329, Los Angeles County, California",06,037,132900,,14000US06037132900,0.18,0.17,0.31,0.13,0.07,81042,8492.438
06037133000,Census Tract 1330,"Census Tract 1330, Los Angeles County, California",06,037,133000,,14000US06037133000,0.21,0.14,0.39,0.23,0.08,72864,12409.86
06037133100,Census Tract 1331,"Census Tract 1331, Los Angeles County, California",06,037,133100,,14000US06037133100,0.2,0.21,0.3,0.15,0.05,52262,9612.281
06037134001,Census Tract 1340.01,"Census Tract 1340.01, Los Angeles County, California",06,037,134001,,14000US06037134001,0.23,0.09,0.53,0.39,0.05,63846,17215.14
06037134002,Census Tract 1340.02,"Census Tract 1340.02, Los Angeles County, California",06,037,134002,,14000US06037134002,0.24,0.14,0.45,0.27,0.04,54138,12813.57
06037134101,Census Tract 1341.01,"Census Tract 1341.01, Los Angeles County, California",06,037,134101,,14000US06037134101,0.26,0.12,0.64,0.33,0.07,69476,13557.7
06037134103,Census Tract 1341.03,"Census Tract 1341.03, Los Angeles County, California",06,037,134103,,14000US06037134103,0.21,0.18,0.49,0.14,0.06,81833,11592.43
06037134104,Census Tract 1341.04,"Census Tract 1341.04, Los Angeles County, California",06,037,134104,,14000US06037134104,0.23,0.11,0.67,0.22,0.04,60582,18458.26
06037134201,Census Tract 1342.01,"Census Tract 1342.01, Los Angeles County, California",06,037,134201,,14000US06037134201,0.23,0.1,0.54,0.22,0.03,91758,8403.203
06037134302,Census Tract 1343.02,"Census Tract 1343.02, Los Angeles County, California",06,037,134302,,14000US06037134302,0.18,0.13,0.47,0.12,0.07,103750,8194.676
06037134303,Census Tract 1343.03,"Census Tract 1343.03, Los Angeles County, California",06,037,134303,,14000US06037134303,0.16,0.16,0.41,0.22,0.06,78864,9797.801
06037134304,Census Tract 1343.04,"Census Tract 1343.04, Los Angeles County, California",06,037,134304,,14000US06037134304,0.19,0.18,0.54,0.16,0.06,64167,7720.897
06037134305,Census Tract 1343.05,"Census Tract 1343.05, Los Angeles County, California",06,037,134305,,14000US06037134305,0.31,0.03,0.69,0.47,0.05,37606,30298.06
